score,summary,review
1.0,Just go to the store! Please read1,"Ok so I was doing some research to find good deals on formula. I am not sure if many of you know, but if you go to the Similac website and sign-up to be a Similac mom they will send you frequent coupons in the mail. Not just any coupons kiddos. $5.00 off of any sized Similac formula as long as it does not cost less than 5 bucks. My baby is 2 weeks old and I have gotten these coupons in the mail twice already. 7 coupons in total. That is a lot of saving!Also, a huge plus is when you can use double coupons. Stack store coupons with the manufacturer coupons. This will help you save a lot of dough. Good luck and I hope this was helpful."
5.0,The best stuff,I love the White Chocolate Mohcas at Starbucks but don't always have time to get them or the desire to always have to drive there and wait in line for it.  My husband bought me the Tassimo machine and I found these here on Amazon to make my white mochas at home.  This sauce is amazing and the mochas I make at home are just as good if not better than the ones at Starbucks.  I always had problems getting them consistently good and it depended on the barista who was making them how they would turn out.  Now they are delicious every time and I don't have to leave home to get one.  Just make sure you read the details that this needs to be refrigerated once opened.  I haven't used it in anything but mochas or regular coffee so far but I am looking forward to trying it on various other things.  I'm on my 3rd bottle already and I just bought it less than 2 months ago.  I drink mochas at least 4 times a week now.
1.0,"Junk Food a la ""health food""","Brown rice ""milk"" is not actually made from rice, but from sweetener made from rice. It is a form of ""malt"" sugar. Insulin up the wazoo. Avoid products like these."
1.0,very disappointed,"I received this product today. It was going to be a gift for my office staff. All of the pears were bruised and fruit looked like something I could have purchased from the grocery store myself for half the price.  There were no blocks of cheese, as pictured. Instead there was a wheel of Laughing Cow cheese and one sleeve of crackers.  This product was absolutely not worth what is being charged and I would not consider purchasing products from this vendor again."
1.0,Not So Smart,Ingredients: High Fructose Corn Syrup and Hydrogenated Oil.  Do a search and see what you think. I won't touch this stuff.
5.0,I love this BBQ sauce. Perfect for stocking stuffers. Thanks Amazon!!,"Great tasting sauce..Appeals to most taste buds!! I too used Cattlemen's, buying it @ Walmart until they stopped carrying it. Finally found it on Amazon and wanted to order a larger bottle but at the time just the 18 oz was available. Bought several six packs and then got the idea to add one to my gift stockings for friends & family. 18 oz plastic bottle is a perfect fit. My six packs arrived safe and sound. Thank, Amazon. sacee"
1.0,Gas and fart generator!!!,"This is the first time I have so much gas and fart after eating a cake. Two hours after the meal, it's almost guaranteed that I start to suffer and it lasts for the entire day. My wife has the same symptom and so it is certain. So uncomfortable."
1.0,Better do it from scratch,"As much as I LOVE NordicWare pans, I was completely disappointed by the mixes. Apple Spice did not even get out of the pan, completely ruining my party And Zesty Lemon took three times longer than expected, was overflowing the pan and tasted in some chemical way. So my advise - get the pans, but do the batter from scratch."
5.0,Great transition,"My baby went from the Gerber gentle to the gentle 2 with no problems.  He has done so well on this formula since he was a newborn.  I am doing both cow's milk and this, and no problems!"
5.0,Exceptional Value...Great Price...Great Amazon Service,"I simply could not beat the price on this product. It came out to a little over $1 per 100 packets, which I normally buy 100 packs for $1.50 in the grocery store, plus 8.25% sales tax. In this economy, its all about the numbers. The product tastes just like Equal to me and flavors wonderfully. The first box I received had some defective packaging resulting in the product pouring out of the packets and into the bottom of the box. Amazon quickly replaced the box of sweetener with another, which had no defective packets. Excellent service from Amazon. This is why I keep coming back...."
1.0,unhappy,This Product came with outter plastic cover removed with only 29 bars of candy in a 30 bar pack. Also came melted and reharded. (Not sure if that happend in shipping or came that way) But unsure of eating cause package came opened. *I did not make any claim since it was so cheap.
1.0,Hay is for horses,"If you've tasted real tea, then you know that Twinings tastes like hay.  Cut open the bag and look.  I think they share ingredients with Lipton;)"
1.0,Wheat/Gluten made beans inedible,"Why on Earth Eden felt it necessary to include wheat flour is beyond me; I've never met a can of beans that had flour in it before. When I read the Amazon description (kidney beans cooked in spices, japaleno etc.) there was no mention of flour. When the cans arrived...there it is at the bottom of the label -- wheat flour. I have celiac and I am unable to eat these beans. Very disappointed that wheat flour was not mentioned on the product page as it is such an unusual addition."
5.0,product discontinued,"I have just been told by 'back to NATURE' that this has been discontinued.  We started noticing that it was disappearing from shelves all over our area about 2 months ago. We asked every place to check for availability, yet never heard anything other than it is backordered.  I used 'back to NATURE' website to do the 'contact us' thing twice and never received a response.  I came to Amazon while searching online and placed myself on the notify when this product becomes available list.  Today I decided to try and call back to NATURE. I spoke with the person that answered the phone, she said she could help, and after discussing my difficulty finding the product she offered to 'research' and get back to me. I must note she attempted to collect quite of bit of personal information. She assured me that I could simply go back to the local groceries and ask why they were not stocking it however I insisted that it was not available anywhere nor here on Amazon so the problem was not my grocer.  I wasn't quite accepting her quick 'research, get back to me, and get of the phone approach' so I asked to talk to someone else and she got me on the line with her supervisor Lizzy.  After reviewing the above and being offered a 'research and get back' solution I was a bit more insistant and it was then that she said '.. that product had been discontinued due to a lack of sales and once discontinued it is inlikely that it will become available again...'. At this point I was more than just a bit disapointed and shared with her that in my local market the 'Cranberry Pecan Granola' just happened to be the only one of their granola selections that was always selling out, week after week over the last several years and I found it curious that the one selection that did appear to sell was discontinued.  I guess it is only popular here!"
